Titre,Artiste,Mapper,Date de création,Date de ranked,État de la carte,Nominator,Genre,Langue,Playcount,Likes,Length,BPM,Circle Count,Slider Count,Circle Size,HP Drain,Accuracy,Approach Rate,Star Rating,Game Mode,Difficultés,URL
DISCO PRINCE,Kenji Ninuma,peppy,2007-10-06,2007-10-06,CLASSÉE,peppy,Jeu vidéo,Japonais,705 362,1 512,2:22,120,160,30,4,6,6,6,"2,55",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/2
"1,2,3,4, 007 [Wipeout Series]",Ni-Ni,MCXD,2007-10-06,2007-10-06,CLASSÉE,peppy,Jeu vidéo,Anglais,649 965,277,1:23,172,36,7,4,2,3,3,"1,60",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/3
"1,2,3,4, 007 [Wipeout Series]",Ni-Ni,MCXD,2007-10-06,2007-10-06,CLASSÉE,peppy,Jeu vidéo,Anglais,649 965,277,1:23,172,67,15,5,3,4,4,"2,17",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/3
"1,2,3,4, 007 [Wipeout Series]",Ni-Ni,MCXD,2007-10-06,2007-10-06,CLASSÉE,peppy,Jeu vidéo,Anglais,649 965,277,1:23,172,95,23,6,4,6,6,"2,87",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/3
"1,2,3,4, 007 [Wipeout Series]",Ni-Ni,MCXD,2007-10-06,2007-10-06,CLASSÉE,peppy,Jeu vidéo,Anglais,649 965,277,1:23,172,102,23,7,5,7,7,"3,14",osu,Difficulty 4,https://osu.ppy.sh/beatmapsets/3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/4
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/5
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/6
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/7
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/8
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/9
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/10
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/11
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/12
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/13
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/14
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/15
Love Fighter,Brandy,FFFanatic,2007-10-07,2007-10-07,CLASSÉE,peppy,Jeu vidéo,Coréen,140 472,162,2:15,125,286,47,4,3,5,5,"3,42",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/16
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/17
Scatman,Scatman John,Extor,2007-10-07,2007-10-07,CLASSÉE,peppy,Pop,Anglais,2 338 428,1 280,3:05,"136,02",270,67,5,4,4,4,"3,85",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/18
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/19
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/20
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/21
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/22
Pop Star,Ken Hirai,Chan,2007-10-07,2007-10-07,,peppy,Pop,Japonais,213 200,157,4:28,"139,87",216,73,5,5,2,2,"2,38",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/23
Re:Re:,ASIAN KUNG-FU GENERATION,peppy,2007-10-07,2007-10-07,,peppy,Rock,Japonais,626 759,591,3:47,153,278,55,5,3,4,4,"2,61",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/24
Re:Re:,ASIAN KUNG-FU GENERATION,peppy,2007-10-07,2007-10-07,,peppy,Rock,Japonais,626 759,591,3:47,153,288,55,5,5,5,5,"2,70",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/24
Can't Defeat Airman,Team Nekokan,HolyCOW,2007-10-07,2007-10-07,CLASSÉE,peppy,Jeu vidéo,Japonais,1 024 595,329,3:17,200,183,58,5,8,5,5,"3,52",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/25
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/26
Mambo Craze,Buddah Bar,Extor,2007-10-07,2007-10-07,CLASSÉE,peppy,Électronique,Anglais,128 761,89,4:00,"129,54",126,78,5,5,5,5,"2,33",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/27
AM11:00,HY,tsububu,2007-10-07,2007-10-07,,eyup,Pop,Japonais,137 308,95,3:42,98,313,41,5,5,5,5,"2,80",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/28
Emoticons,Hinoi Team,MCXD,2007-10-07,2007-10-07,CLASSÉE,peppy,Anime,Japonais,478 682,154,1:32,153,54,13,4,2,3,3,"1,58",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/29
Emoticons,Hinoi Team,MCXD,2007-10-07,2007-10-07,CLASSÉE,peppy,Anime,Japonais,478 682,154,1:32,153,92,13,5,4,4,4,"2,31",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/29
Emoticons,Hinoi Team,MCXD,2007-10-07,2007-10-07,CLASSÉE,peppy,Anime,Japonais,478 682,154,1:30,153,121,28,6,5,6,6,"2,84",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/29
Emoticons,Hinoi Team,MCXD,2007-10-07,2007-10-07,CLASSÉE,peppy,Anime,Japonais,478 682,154,1:32,153,131,27,7,7,7,7,"3,25",osu,Difficulty 4,https://osu.ppy.sh/beatmapsets/29
Hey Now Now,The Cloud Room,Extor,2007-10-07,2007-10-07,CLASSÉE,kaeeepy,Rock,Anglais,100 295,70,3:25,"145,9",272,70,5,9,5,5,"2,70",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/30
Fall Memories,Phantasma,Kylecito,2007-10-07,2007-10-07,CLASSÉE,eyup,Électronique,Instrumentale,234 812,142,1:46,140,85,34,5,4,6,6,"2,22",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/31
Koi no Maiahi,Maeken Trance Project,Lumino,2007-10-08,2007-10-08,,peppy,Pop,Japonais,128 539,102,3:35,145,335,43,5,0,0,0,"2,43",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/32
Koi no Maiahi,Maeken Trance Project,Lumino,2007-10-08,2007-10-08,,peppy,Pop,Japonais,128 539,102,3:35,145,372,43,5,10,7,7,"2,78",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/32
Koi no Maiahi,Maeken Trance Project,Lumino,2007-10-08,2007-10-08,,peppy,Pop,Japonais,128 539,102,3:35,145,372,43,5,10,10,10,"2,78",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/32
Koi no Maiahi,Maeken Trance Project,Lumino,2007-10-08,2007-10-08,,peppy,Pop,Japonais,128 539,102,3:35,145,372,43,5,5,5,5,"2,78",osu,Difficulty 4,https://osu.ppy.sh/beatmapsets/32
VISTA,Going Under Ground,ZZT,2007-11-10,2007-11-10,CLASSÉE,peppy,Pop,Japonais,83 855,64,2:24,346,50,26,2,2,0,0,"1,97",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/33
VISTA,Going Under Ground,ZZT,2007-11-10,2007-11-10,CLASSÉE,peppy,Pop,Japonais,83 855,64,2:24,173,99,30,5,4,3,3,"2,58",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/33
VISTA,Going Under Ground,ZZT,2007-11-10,2007-11-10,CLASSÉE,peppy,Pop,Japonais,83 855,64,2:29,173,155,43,5,5,5,5,"3,16",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/33
D-tecnoLife(Album Version),UVERworld,Lumino,2007-10-08,2007-10-08,CLASSÉE,eyup,Anime,Japonais,366 195,151,3:08,168,211,54,5,5,5,5,"2,68",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/34
D-tecnoLife(Album Version),UVERworld,Lumino,2007-10-08,2007-10-08,CLASSÉE,eyup,Anime,Japonais,366 195,151,4:22,168,356,70,5,5,5,5,"2,94",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/34
D-tecnoLife(Album Version),UVERworld,Lumino,2007-10-08,2007-10-08,CLASSÉE,eyup,Anime,Japonais,366 195,151,4:22,168,356,70,7,7,7,7,"3,38",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/34
Hit in the USA,Beat Crusaders,Shin,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Anglais,477 723,93,2:53,170,255,11,5,6,6,6,"2,58",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/35
Vertigo,U2,eyup,2007-10-08,2007-10-08,CLASSÉE,peppy,Rock,Anglais,100 930,67,3:01,140,229,43,5,5,5,5,"2,87",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/36
UNKNOWN ORCHESTRA,UverWorld,Lumino,2007-10-08,2007-10-08,,Lumino,Rock,Japonais,138 445,103,3:25,140,217,44,5,0,0,0,"2,25",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/37
UNKNOWN ORCHESTRA,UverWorld,Lumino,2007-10-08,2007-10-08,,Lumino,Rock,Japonais,138 445,103,3:25,140,226,44,5,5,5,5,"2,36",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/37
UNKNOWN ORCHESTRA,UverWorld,Lumino,2007-10-08,2007-10-08,,Lumino,Rock,Japonais,138 445,103,3:25,140,244,44,5,10,7,7,"2,51",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/37
UNKNOWN ORCHESTRA,UverWorld,Lumino,2007-10-08,2007-10-08,,Lumino,Rock,Japonais,138 445,103,3:25,140,244,44,5,10,10,10,"2,51",osu,Difficulty 4,https://osu.ppy.sh/beatmapsets/37
One Thing,Amerie,Chan,2007-10-08,2007-10-08,CLASSÉE,peppy,Pop,Anglais,110 612,118,3:39,100,391,85,5,2,7,7,"2,92",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/38
Pump me Amadeus,BanYa,Starrodkirby86,2007-10-08,2007-10-08,CLASSÉE,peppy,Jeu vidéo,Instrumentale,159 748,71,1:36,"169,92",140,29,5,5,5,5,"3,11",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/39
You Only Live Once,The Strokes,JacoPOP,2007-10-08,2007-10-08,CLASSÉE,eyup,Rock,Anglais,121 603,210,1:23,"120,5",117,12,4,3,5,5,"2,12",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/40
Catch You Catch Me,Gumi,Hitoshirenu Shourai,2007-10-08,2007-10-08,CLASSÉE,eyup,Anime,Japonais,107 111,96,3:36,128,161,69,5,4,7,7,"2,24",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/41
Caramelldansen,Caramell,meyou22,2007-10-08,2007-10-08,CLASSÉE,Lumino,Pop,Suédois,168 273,344,3:24,138,196,27,5,5,5,5,"2,93",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/42
Timebomb,Beck,IcePagoda,2007-10-08,2007-10-08,CLASSÉE,peppy,Rock,Anglais,122 657,84,2:48,"141,55",245,28,5,1,9,9,"2,43",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/43
Emergency,Drunken Tiger,Starrodkirby86,2007-10-08,2007-10-08,CLASSÉE,eyup,Hip Hop,Coréen,74 321,33,1:40,"110,01",205,14,5,5,8,8,"3,13",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/44
Owarinaki Tabibito,Erisis,Elmo,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Japonais,45 387,19,1:29,"130,09",63,27,5,5,5,5,"2,40",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/45
Owarinaki Tabibito,Erisis,Elmo,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Japonais,45 387,19,2:41,"130,09",129,54,5,5,5,5,"2,54",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/45
Aishiteru,Hinoi Team,MCXD,2007-10-08,2007-10-08,CLASSÉE,peppy,Pop,Japonais,232 580,96,1:18,135,51,4,4,3,3,3,"1,26",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/46
Aishiteru,Hinoi Team,MCXD,2007-10-08,2007-10-08,CLASSÉE,peppy,Pop,Japonais,232 580,96,1:18,135,58,18,5,4,4,4,"2,05",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/46
Aishiteru,Hinoi Team,MCXD,2007-10-08,2007-10-08,CLASSÉE,peppy,Pop,Japonais,232 580,96,1:18,135,84,26,6,5,6,6,"2,63",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/46
Aishiteru,Hinoi Team,MCXD,2007-10-08,2007-10-08,CLASSÉE,peppy,Pop,Japonais,232 580,96,1:18,135,97,24,7,7,7,7,"2,84",osu,Difficulty 4,https://osu.ppy.sh/beatmapsets/46
Tornado (Long Juan Feng),Jay Chou,fruit,2007-10-08,2007-10-08,CLASSÉE,Lumino,Pop,Chinois,168 466,209,3:20,"144,02",138,80,5,6,7,7,"2,42",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/47
Smile,Lily Allen,meyou22,2007-10-08,2007-10-08,CLASSÉE,eyup,Pop,Anglais,74 716,107,3:40,"95,48",194,33,5,5,5,5,"2,79",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/48
Hitotoshite Jiku ga Bureteiru,Kenji Ohtsuki,Elle,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Japonais,55 977,42,1:21,186,94,6,5,3,2,2,"2,41",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/49
Sunday Morning,Maroon 5,eyup,2007-10-08,2007-10-08,CLASSÉE,Lumino,Pop,Anglais,151 002,182,2:55,"88,03",170,73,5,8,5,5,"2,70",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/50
What I've Done,Linkin Park,eyup,2007-10-08,2007-10-08,CLASSÉE,peppy,Rock,Anglais,562 857,319,3:13,"120,05",142,70,5,5,5,5,"2,81",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/51
What I've Done,Linkin Park,eyup,2007-10-08,2007-10-08,CLASSÉE,peppy,Rock,Anglais,562 857,319,3:13,"120,05",220,104,7,6,6,6,"3,74",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/51
The SMRPG Song,Marta,Level-Up,2007-10-08,2007-10-08,CLASSÉE,tsububu,Jeu vidéo,Anglais,89 157,69,2:32,160,142,10,5,5,5,5,"2,35",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/52
Shanana,MINMI,peppy,2007-10-08,2007-10-08,CIMETIÈRE,,Anime,Japonais,17 776,41,2:25,"155,99",0,0,4,2,4,4,"2,39",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/53
Shanana,MINMI,peppy,2007-10-08,2007-10-08,CIMETIÈRE,,Anime,Japonais,17 776,41,2:29,"155,99",0,0,5,5,5,5,"3,07",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/53
Shanana,MINMI,peppy,2007-10-08,2007-10-08,CIMETIÈRE,,Anime,Japonais,17 776,41,2:29,"155,99",0,0,5,8,7,7,"3,07",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/53
Dreams,Romantic Mode,Elzamxrai,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Japonais,44 362,30,1:36,"127,88",44,32,5,5,5,5,"2,24",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/54
Comin' Up For Air,Storm Lee,Behonkiss,2007-10-08,2007-10-08,CLASSÉE,tsububu,Rock,Anglais,32 373,18,2:57,"122,03",227,47,5,5,5,5,"2,50",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/55
Robo's Theme,Yasunori Mitsuda,Starrodkirby86,2007-10-08,2007-10-08,CLASSÉE,peppy,Jeu vidéo,Instrumentale,36 740,19,1:15,"115,56",49,16,5,5,5,5,"1,75",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/56
Just Communication,Two - Mix,Elzamxrai,2007-10-08,2007-10-08,CLASSÉE,peppy,Anime,Japonais,111 307,66,1:43,132,108,31,3,4,4,4,"2,44",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/57
Not Your Average Thug,Wang Lee Hom,Chan,2007-10-08,2007-10-08,CLASSÉE,eyup,Pop,Anglais,54 958,22,3:35,130,383,74,5,5,6,6,"2,87",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/58
Take On Me,Vision Divine,Kylecito,2007-10-08,2007-10-08,CLASSÉE,peppy,Métal,Anglais,75 487,53,1:48,"170,1",205,25,3,3,7,7,"2,74",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/59
River Flows in You [Paul John's Remix],Yiruma,tsububu,2007-10-08,2007-10-08,CLASSÉE,peppy,Jeu vidéo,Instrumentale,73 789,77,3:57,140,329,70,5,5,5,5,"3,13",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/60
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/61
Galvanize,The Chemical Brothers,IcePagoda,2007-10-08,2007-10-08,,peppy,Hip Hop,Anglais,38 908,110,3:09,104,236,21,5,3,7,7,"2,24",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/62
Black Sheep,Sonata Arctica,ZZT the Fifth,2007-10-08,2007-10-08,CLASSÉE,"eyup, Extor",Métal,Anglais,166 320,74,3:17,"199,72",107,76,5,4,5,5,"2,82",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/63
Ride on shooting star,The Pillows,Hitoshirenu Shourai,2007-10-09,2007-10-09,CLASSÉE,peppy,Anime,Japonais,74 692,67,2:12,"138,3",145,54,5,5,5,5,"2,68",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/64
Motherland,Crystal Kay,Hitoshirenu Shourai,2007-10-09,2007-10-09,CLASSÉE,peppy,Anime,Japonais,72 113,78,4:15,71,118,42,5,5,2,2,"1,49",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/65
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/66
Lion Suki,Akira Yamaoka,FakeJapanMan!,2007-10-09,2007-10-09,CLASSÉE,peppy,Jeu vidéo,Instrumentale,37 371,16,1:54,"146,09",116,21,5,3,5,5,"2,54",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/67
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/68
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://osu.ppy.sh/beatmapsets/69
"TONIGHT,TONIGHT,TONIGHT",BEAT CRUSADERS,Hitoshirenu Shourai,2007-10-09,2007-10-09,CLASSÉE,peppy,Rock,Japonais,99 120,73,2:25,"178,1",88,65,6,3,6,6,"2,78",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/70
Lydia,F.I.R.,fruit,2007-10-10,2007-10-10,CLASSÉE,Extor,Pop,Chinois,202 164,123,3:08,81,135,59,5,6,7,7,"2,36",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/71
"Harder, Better, Faster, Stronger (edit)",Daft Punk,JacoPOP,2007-10-10,2007-10-10,CLASSÉE,peppy,Électronique,Anglais,304 049,349,2:31,"123,5",266,40,5,6,6,6,"3,09",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/72
BOYS & GIRLS,LM.C,Donryu,2007-10-10,2007-10-10,CLASSÉE,peppy,Anime,Japonais,77 102,42,3:50,188,145,68,5,5,5,5,"2,45",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/73
Bride in Dream,Beautiful Day,FFFanatic,2007-10-11,2007-10-11,CLASSÉE,kaeeepy,Jeu vidéo,Coréen,127 151,53,2:28,116,238,78,4,4,4,4,"2,94",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/74
READY STEADY GO,L'Arc~en~Ciel,Hitoshirenu Shourai,2007-10-11,2007-10-11,CLASSÉE,peppy,Anime,Japonais,79 699,193,3:44,144,199,71,5,5,5,5,"2,15",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/75
Kazemachi Jet,Sakamoto Maaya,KiraCatgirl,2007-10-11,2007-10-11,CLASSÉE,peppy,Anime,Japonais,35 389,10,2:38,"109,02",162,63,5,5,5,5,"2,30",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/76
Sakura Biyori,Hoshimura Mai,Hitoshirenu Shourai,2007-10-11,2007-10-11,CLASSÉE,peppy,Anime,Japonais,92 077,61,4:11,86,111,82,5,3,4,4,"1,71",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/77
Sakura Biyori,Hoshimura Mai,Hitoshirenu Shourai,2007-10-11,2007-10-11,CLASSÉE,peppy,Anime,Japonais,92 077,61,4:05,172,168,119,6,5,6,6,"2,52",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/77
Sekai wa Sore wo Ai to Yobunda ze,Sambomaster,ZZT the Fifth,2007-10-12,2007-10-12,CLASSÉE,peppy,Rock,Japonais,87 757,104,3:33,"141,99",231,58,5,7,5,5,"3,07",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/78
"Lights, Camera. Action!",HALCALI,Hitoshirenu Shourai,2007-10-13,2007-10-13,CLASSÉE,Extor,Pop,Japonais,37 411,30,3:30,"128,97",208,137,5,6,8,8,"2,60",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/79
Sakuranbo,Ai Otsuka,Echo,2007-10-13,2007-10-13,CLASSÉE,peppy,Pop,Japonais,227 510,89,1:16,170,46,18,4,1,2,2,"1,81",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/80
Sakuranbo,Ai Otsuka,Echo,2007-10-13,2007-10-13,CLASSÉE,peppy,Pop,Japonais,227 510,89,1:14,170,48,28,5,7,6,6,"2,10",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/80
Sakuranbo,Ai Otsuka,Echo,2007-10-13,2007-10-13,CLASSÉE,peppy,Pop,Japonais,227 510,89,1:14,170,83,29,6,7,8,8,"3,37",osu,Difficulty 3,https://osu.ppy.sh/beatmapsets/80
Brilliant World,Kaori Oda,Echo,2007-10-13,2007-10-13,CLASSÉE,Extor,Jeu vidéo,Japonais,69 033,48,3:30,136,75,65,5,5,5,5,"2,14",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/81
Brilliant World,Kaori Oda,Echo,2007-10-13,2007-10-13,CLASSÉE,Extor,Jeu vidéo,Japonais,69 033,48,3:30,136,130,70,5,8,8,8,"2,85",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/81
Numb,Linkin Park,fruit,2007-10-13,2007-10-13,CLASSÉE,Extor,Rock,Anglais,570 205,470,2:57,110,46,118,5,5,6,6,"2,19",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/82
Zenryoku Shounen,Sukima Switch,Echo,2007-10-14,2007-10-14,CLASSÉE,eyup,Pop,Japonais,42 425,41,2:38,"134,33",42,61,5,5,5,5,"2,28",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/83
Zenryoku Shounen,Sukima Switch,Echo,2007-10-14,2007-10-14,CLASSÉE,eyup,Pop,Japonais,42 425,41,2:38,"134,33",163,38,6,6,7,7,"3,02",osu,Difficulty 2,https://osu.ppy.sh/beatmapsets/83
D.A.N.C.E,Justice,caelus,2007-10-14,2007-10-14,CLASSÉE,Extor,Pop,Anglais,106 521,57,2:48,113,286,36,5,5,5,5,"2,82",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/84
Cross Time,Brandy,FFFanatic,2007-10-15,2007-10-15,CLASSÉE,peppy,Jeu vidéo,Coréen,220 679,248,2:25,160,374,49,4,4,4,4,"3,72",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/85
Pumpkin Ondo,Kana Ueda,Hitoshirenu Shourai,2007-10-15,2007-10-15,CLASSÉE,peppy,Anime,Japonais,158 075,36,1:30,135,68,23,5,3,3,3,"1,89",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/86
VS,misono,Donryu,2007-10-15,2007-10-15,CLASSÉE,eyup,Anime,Japonais,48 882,24,3:38,177,197,61,5,5,5,5,"2,69",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/87
Summer Festival,Whiteberry,elzamxrai,2007-10-16,2007-10-16,CLASSÉE,Extor,Anime,Japonais,61 584,33,1:55,"141,05",88,53,5,5,5,5,"3,01",osu,Difficulty 1,https://osu.ppy.sh/beatmapsets/88
